postcode,Suburb,State,lat,long
5521, Redhill, SA,-33.54,138.22
2758, Berambing, NSW,-33.54,150.44
6393, Duranillin, WA,-33.51,116.68
2786, Bell, NSW,-33.51,150.28
2257, Booker Bay, NSW,-33.51,151.34
2157, Canoelands, NSW,-33.51,151.06
2083, Bar Point, NSW,-33.51,151.16
6316, Boyerine, WA,-33.5,117.41
5640, Campoona, SA,-33.5,136.45
2871, Bandon, NSW,-33.5,148.31
2669, Erigolia, NSW,-33.5,146.8
2256, Blackwall, NSW,-33.5,151.33
6237, Boyanup, WA,-33.48,115.73
2675, Hillston, NSW,-33.48,145.53
6392, Bokal, WA,-33.47,116.91
6236, Crooked Brook, WA,-33.47,115.81
5642, Darke Peak, SA,-33.47,136.2
5471, Gulnare, SA,-33.47,138.48
2251, Avoca Beach, NSW,-33.46,151.43
6355, Dunn Rock, WA,-33.43,119.52
2806, Eugowra, NSW,-33.43,148.37
2260, Erina Heights, NSW,-33.43,151.41
2845, Wallerawang, NSW,-33.41,150.06
5419, Canowie, SA,-33.39,138.76
2672, Curlew Waters, NSW,-33.39,146.58
2261, Bateau Bay, NSW,-33.38,151.48
5472, Georgetown, SA,-33.37,138.43
6231, Bunbury, WA,-33.36,115.66
6447, Lort River, WA,-33.35,121.39
6229, Picton, WA,-33.35,115.69
5418, Collinsville, SA,-33.35,139.11
2847, Portland, NSW,-33.35,149.98
6315, Arthur River, WA,-33.34,117.03
6228, Waterloo, WA,-33.34,115.77
6225, Allanson, WA,-33.34,116.1
2798, Byng, NSW,-33.34,149.25
2258, Fountaindale, NSW,-33.34,151.39
6230, Bunbury, WA,-33.33,115.64
2775, Central Macdonald, NSW,-33.33,150.98
1655, Manly, NSW,-33.33,151.51
6232, Eaton, WA,-33.32,115.7
6350, Dumbleyung, WA,-33.31,117.74
6227, Burekup, WA,-33.31,115.81
6226, Roelands, WA,-33.29,115.83
1590, St Leonards, NSW,-33.29,151.47
6233, Australind, WA,-33.28,115.71
5473, Gladstone, SA,-33.28,138.35
5491, Belalie East, SA,-33.27,138.65
2263, Canton Beach, NSW,-33.27,151.54
2259, Alison, NSW,-33.27,151.4
5523, Beetaloo, SA,-33.26,138.25
6446, Grass Patch, WA,-33.23,121.72
6224, Beela, WA,-33.23,115.91
2864, Boree, NSW,-33.23,148.84
2790, Ben Bullen, NSW,-33.22,150.02
5650, Cootra, SA,-33.21,135.96
2262, Blue Haven, NSW,-33.21,151.49
5654, Cocata, SA,-33.2,135.15
5540, Bungama, SA,-33.2,138.07
6352, Kukerin, WA,-33.19,118.08
6351, Moulyinning, WA,-33.19,117.92
5641, Barna, SA,-33.18,136.62
5490, Caltowie, SA,-33.18,138.48
5420, Canowie Belt, SA,-33.18,138.76
2866, Amaroo, NSW,-33.18,148.93
6223, Benger, WA,-33.17,115.86
6221, Mornington, WA,-33.15,115.94
2846, Capertee, NSW,-33.15,149.99
5671, Baird Bay, SA,-33.14,134.36
5651, Kyancutta, SA,-33.13,135.56
5421, Franklyn, SA,-33.13,139.08
2800, Belgravia, NSW,-33.12,149.03
2876, Bogan Gate, NSW,-33.11,147.8
2250, Bucketty, NSW,-33.11,151.14
2865, Bocobra, NSW,-33.1,148.54
2264, Balcolyn, NSW,-33.1,151.55
6356, Hatter Hill, WA,-33.09,119.66
2877, Boona Mount, NSW,-33.09,147.15
2281, Blacksmiths, NSW,-33.08,151.65
2265, Cooranbong, NSW,-33.08,151.45
2267, Wangi Wangi, NSW,-33.07,151.58
6313, Highbury, WA,-33.06,117.15
2283, Arcadia Vale, NSW,-33.06,151.58
5480, Appila, SA,-33.05,138.43
6391, Quindanning, WA,-33.04,116.57
2280, Belmont, NSW,-33.04,151.66
5609, Whyalla Jenkins, SA,-33.03,137.55
5608, Whyalla Norrie, SA,-33.03,137.53
5493, Yongala, SA,-33.03,138.75
6353, Beenong, WA,-33.02,118.66
6220, Cookernup, WA,-33,115.89
2306, Windale, NSW,-33,151.68
2290, Bennetts Green, NSW,-33,151.69
2282, Eleebana, NSW,-32.99,151.64
2849, Bogee, NSW,-32.98,150.1
2848, Brogans Creek, NSW,-32.97,149.96
6218, Yarloop, WA,-32.96,115.9
6312, Boundain, WA,-32.95,117.36
5481, Bangor, SA,-32.95,138.16
5600, Blacky Point, SA,-32.94,137.58
2300, Bar Beach, NSW,-32.94,151.77
2291, Merewether, NSW,-32.94,151.75
6361, Harrismith, WA,-32.93,117.88
2870, Alectown, NSW,-32.93,148.26
2305, Kotara East, NSW,-32.93,151.71
2289, Adamstown, NSW,-32.93,151.73
2285, Cameron Park, NSW,-32.93,151.66
2284, Argenton, NSW,-32.93,151.63
2278, Barnsley, NSW,-32.93,151.59
6452, Buraminya, WA,-32.92,122.9
5495, Baroota, SA,-32.92,137.98
2303, Hamilton, NSW,-32.92,151.75
2302, Newcastle West, NSW,-32.92,151.76
2294, Carrington, NSW,-32.92,151.77
2292, Broadmeadow, NSW,-32.92,151.74
6445, North Cascade, WA,-32.91,121.1
2298, Georgetown, NSW,-32.91,151.73
2297, Tighes Hill, NSW,-32.91,151.75
2296, Islington, NSW,-32.91,151.75
2293, Maryville, NSW,-32.91,151.75
2286, Holmesville, NSW,-32.91,151.58
2299, Jesmond, NSW,-32.9,151.69
2287, Birmingham Gardens, NSW,-32.89,151.69
6215, Hamel, WA,-32.88,115.92
5482, Booleroo Centre, SA,-32.88,138.35
2307, Shortland, NSW,-32.88,151.69
2304, Kooragang, NSW,-32.88,151.75
6363, Dudinin, WA,-32.87,117.9
2867, Baldry, NSW,-32.87,148.5
2850, Aarons Pass, NSW,-32.86,149.8
2295, Fern Bay, NSW,-32.85,151.81
2325, Aberdare, NSW,-32.84,151.38
5483, Melrose, SA,-32.83,138.19
2878, Ivanhoe, NSW,-32.83,143.86
2327, Kurri Kurri, NSW,-32.82,151.48
2326, Abermain, NSW,-32.81,151.43
2322, Beresfield, NSW,-32.8,151.66
2314, Williamtown Raaf, NSW,-32.8,151.84
5652, Paney, SA,-32.79,135.38
2875, Bruie Plains, NSW,-32.78,147.86
2316, Anna Bay, NSW,-32.78,152.08
6370, East Wickepin, WA,-32.77,117.71
6311, Commodine, WA,-32.77,117.31
2323, Ashtonfield, NSW,-32.77,151.6
2318, Campvale, NSW,-32.77,151.85
6357, Pingaring, WA,-32.76,118.63
2321, Berry Park, NSW,-32.76,151.65
5601, Iron Knob, SA,-32.75,137.17
2868, Bournewood, NSW,-32.75,148.75
6214, Birchmont, WA,-32.73,115.76
5700, Blanche Harbor, SA,-32.73,137.92
5422, Cavenagh, SA,-32.73,139
2869, Peak Hill, NSW,-32.73,148.19
2319, Lemon Tree Passage, NSW,-32.73,152.04
2317, Salamander Bay, NSW,-32.72,152.08
2315, Corlette, NSW,-32.72,152.11
2651, Forest Hill, NSW,-32.71,151.55
6211, Bouvard, WA,-32.69,115.65
2331, Singleton Military Area, NSW,-32.69,151.18
2320, Aberglasslyn, NSW,-32.69,151.53
6365, Jilakin, WA,-32.68,118.44
6308, Codjatotine, WA,-32.68,116.82
2334, Greta, NSW,-32.68,151.39
6390, Bannister, WA,-32.67,116.52
2324, Balickera, NSW,-32.67,151.81
5485, Wilmington, SA,-32.65,138.1
2335, Belford, NSW,-32.65,151.28
6208, Blythewood, WA,-32.64,115.87
6309, East Popanyinning, WA,-32.63,117.26
2874, Tullamore, NSW,-32.63,147.56
6213, Banksiadale, WA,-32.62,116.08
5660, Chilpenunda, SA,-32.61,134.5
6372, Yealering, WA,-32.6,117.68
5431, Amyton, SA,-32.6,138.33
2820, Apsley, NSW,-32.6,148.96
5655, Bockelberg, SA,-32.58,135.05
6924, Greenwood, WA,-32.56,115.8
6209, Barragup, WA,-32.56,115.77
6210, Coodanup, WA,-32.55,115.75
5710, Arkaroola Village, SA,-32.54,137.74
2425, Allworth, NSW,-32.54,151.96
2421, Fishers Hill, NSW,-32.51,151.53
2330, Appletree Flat, NSW,-32.51,150.86
6373, Bullaring, WA,-32.5,117.74
6367, Kondinin, WA,-32.5,118.27
6358, Karlgarin, WA,-32.5,118.71
6207, Myara, WA,-32.49,116.07
2423, Bombah Point, NSW,-32.49,152.28
6443, Balladonia, WA,-32.47,123.83
2328, Bureen, NSW,-32.46,150.74
6175, Singleton, WA,-32.45,115.76
5433, Bruce, SA,-32.45,138.2
6359, Forrestania, WA,-32.44,119.78
6126, Keysbrook, WA,-32.44,115.98
6174, Golden Bay, WA,-32.43,115.75
2420, Alison, NSW,-32.43,151.77
2873, Albert, NSW,-32.42,147.51
6911, Cottesloe, WA,-32.4,115.76
6173, Secret Harbour, WA,-32.4,115.75
2333, Baerami, NSW,-32.39,150.47
6172, Port Kennedy, WA,-32.38,115.75
6306, Aldersyde, WA,-32.37,117.31
6176, Karnup, WA,-32.36,115.91
6125, Hopeland, WA,-32.36,115.9
5680, Carawa, SA,-32.36,134.24
5661, Koolgera, SA,-32.36,134.74
2311, Allynbrook, NSW,-32.36,151.54
2428, Blueys Beach, NSW,-32.35,152.54
6124, Jarrahdale, WA,-32.34,116.07
6171, Baldivis, WA,-32.33,115.82
6169, Safety Bay, WA,-32.3,115.71
6168, Cooloongup, WA,-32.3,115.76
6123, Mundijong, WA,-32.3,115.99
6038, Alkimos, WA,-32.29,115.72
2415, Monkerai, NSW,-32.29,151.86
6531, Geraldton Po, WA,-32.28,115.74
6969, Rockingham Beach, WA,-32.26,115.75
6170, Leda, WA,-32.26,115.81
2879, Menindee, NSW,-32.26,142.41
6375, Adamsvale, WA,-32.25,117.72
6167, Anketell, WA,-32.23,115.87
5432, Belton, SA,-32.23,138.71
6122, Byford, WA,-32.22,116.01
6368, South Kumminin, WA,-32.21,118.33
6121, Oakford, WA,-32.21,115.92
2830, Ballimore, NSW,-32.2,148.9
6165, Hope Valley, WA,-32.19,115.8
2852, Barneys Reef, NSW,-32.19,149.53
6304, Bally Bally, WA,-32.18,117.12
2336, Aberdeen, NSW,-32.16,150.89
6112, Armadale, WA,-32.15,116.01
2312, Minimbah, NSW,-32.15,152.36
6966, Kwinana, WA,-32.14,115.86
6428, Babakin, WA,-32.13,118.02
6164, Atwell, WA,-32.13,115.86
6166, Coogee, WA,-32.12,115.77
2844, Birriwa, NSW,-32.12,149.47
6968, Rockingham, WA,-32.11,115.78
6111, Ashendon, WA,-32.1,116.19
6163, Bibra Lake, WA,-32.09,115.84
6963, Hamilton Hill, WA,-32.08,115.79
5440, Cockburn, SA,-32.08,141
6959, Fremantle, WA,-32.07,115.99
6951, South Perth, WA,-32.07,115.82
6369, Mount Walker, WA,-32.07,118.76
6162, Beaconsfield, WA,-32.07,115.76
6110, Gosnells, WA,-32.07,116
2430, Black Head, NSW,-32.07,152.54
6990, Gosnells, WA,-32.06,116.01
6155, Canning Vale, WA,-32.06,115.92
6150, Bateman, WA,-32.06,115.84
6149, Bull Creek, WA,-32.06,115.86
2821, Burroway, NSW,-32.06,148.26
6988, Thornlie, WA,-32.05,115.96
6332, Albany Po, WA,-32.05,115.97
6109, Maddington, WA,-32.05,115.98
6108, Thornlie, WA,-32.05,115.96
6989, Maddington, WA,-32.04,116.01
6160, Fremantle, WA,-32.04,115.76
6158, East Fremantle, WA,-32.04,115.76
6147, Langford, WA,-32.04,115.94
6419, Ardath, WA,-32.03,118.1
6159, North Fremantle, WA,-32.03,115.75
6157, Bicton, WA,-32.03,115.78
6156, Attadale, WA,-32.03,115.8
6154, Alfred Cove, WA,-32.03,115.81
6148, Ferndale, WA,-32.03,115.92
2835, Bulla, NSW,-32.03,144.44
6964, Success, WA,-32.02,115.86
6153, Applecross, WA,-32.02,115.83
6912, Mosman Park, WA,-32.01,115.76
6161, Rottnest Island, WA,-32.01,115.5
6107, Beckenham, WA,-32.01,115.96
6076, Bickley, WA,-32.01,116.09
6012, Mosman Park, WA,-32.01,115.76
6102, Bentley, WA,-32,115.92
6011, Cottesloe, WA,-32,115.76
6956, Melville, WA,-31.99,115.85
6848, Perth, WA,-31.99,115.76
6847, Perth, WA,-31.99,115.76
6846, Perth, WA,-31.99,115.76
6845, Perth, WA,-31.99,115.76
6844, Perth, WA,-31.99,115.76
6843, Perth, WA,-31.99,115.76
6842, Perth, WA,-31.99,115.76
6841, Perth, WA,-31.99,115.76
6840, Perth, WA,-31.99,115.76
6839, Perth, WA,-31.99,115.76
6838, Perth, WA,-31.99,115.76
6837, Perth, WA,-31.99,115.76
6830, Perth, WA,-31.99,115.76
6827, Perth, WA,-31.99,115.76
6820, Perth, WA,-31.99,115.76
6817, Perth, WA,-31.99,115.76
6809, Perth, WA,-31.99,115.76
6800, Perth, WA,-31.99,115.76
6152, Como, WA,-31.99,115.87
6151, Kensington, WA,-31.99,115.88
6106, Welshpool, WA,-31.99,115.95
6058, Forrestfield, WA,-31.99,116.01
6001, Perth, WA,-31.99,115.76
2337, Belltrees, NSW,-31.99,151.12
6910, Claremont, WA,-31.98,115.77
6906, North Perth, WA,-31.98,115.76
6101, Carlisle, WA,-31.98,115.91
6010, Claremont, WA,-31.98,115.78
6009, Broadway Nedlands, WA,-31.98,115.81
6006, North Perth, WA,-31.98,115.76
6984, Belmont, WA,-31.97,115.93
6005, Kings Park, WA,-31.97,115.84
2422, Back Creek, NSW,-31.97,152.07
6992, Armadale, WA,-31.96,115.92
6832, Perth Adelaide Tce, WA,-31.96,115.87
6831, Perth St Georges Tce, WA,-31.96,115.86
6105, Cloverdale, WA,-31.96,115.93
6103, Rivervale, WA,-31.96,115.91
6100, Burswood, WA,-31.96,115.9
2880, Broken Hill, NSW,-31.96,141.47
6981, East Victoria Park, WA,-31.95,115.88
6979, Victoria Park, WA,-31.95,115.9
6929, Mount Lawley, WA,-31.95,115.85
6915, Mount Hawthorn, WA,-31.95,115.85
6384, Pantapin, WA,-31.95,117.66
6008, Daglish, WA,-31.95,115.81
6926, Kalamunda, WA,-31.94,116.01
6904, Subiaco Po, WA,-31.94,115.83
6901, West Leederville, WA,-31.94,115.88
6872, West Perth, WA,-31.94,115.88
6104, Ascot, WA,-31.94,115.92
6057, High Wycombe, WA,-31.94,116.01
6015, City Beach, WA,-31.94,115.75
6014, Floreat, WA,-31.94,115.79
6007, Leederville, WA,-31.94,115.84
6004, East Perth, WA,-31.94,115.88
6003, Highgate, WA,-31.94,115.87
2825, Babinda, NSW,-31.94,146.48
6386, Shackleton, WA,-31.93,117.84
6385, Kwolyin, WA,-31.93,117.76
6051, Maylands, WA,-31.93,115.89
6935, Guildford, WA,-31.92,115.92
6934, Bassendean, WA,-31.92,115.92
6932, Inglewood, WA,-31.92,115.88
6070, Darlington, WA,-31.92,116.08
6054, Ashfield, WA,-31.92,115.94
6053, Bayswater, WA,-31.92,115.91
6018, Churchlands, WA,-31.92,115.79
6016, Glendalough, WA,-31.92,115.81
6000, City Delivery Centre, WA,-31.92,115.91
6933, Bayswater, WA,-31.91,115.9
6071, Glen Forrest, WA,-31.91,116.1
6060, Dog Swamp, WA,-31.91,115.85
6052, Bedford, WA,-31.91,115.89
6050, Coolbinia, WA,-31.91,115.86
6017, Herdsman, WA,-31.91,115.81
6940, Tuart Hill, WA,-31.9,115.85
6939, Tuart Hill, WA,-31.9,115.85
6938, Tuart Hill, WA,-31.9,115.85
6937, Tuart Hill, WA,-31.9,115.85
6922, Scarborough, WA,-31.9,115.8
6383, Badjaling, WA,-31.9,117.44
6074, Sawyers Valley, WA,-31.9,116.2
6073, Mundaring, WA,-31.9,116.17
6062, Embleton, WA,-31.9,115.92
6952, Como, WA,-31.89,115.82
6943, Morley, WA,-31.89,115.89
6917, Osborne Park, WA,-31.89,115.8
6916, Osborne Park, WA,-31.89,115.8
6019, Scarborough, WA,-31.89,115.76
6921, Karrinyup, WA,-31.88,115.79
6433, Hannans Po, WA,-31.88,115.92
6418, Bruce Rock, WA,-31.88,118.15
6081, Parkerville, WA,-31.88,116.15
6059, Dianella, WA,-31.88,115.86
6029, Trigg, WA,-31.88,115.75
6982, Bentley, WA,-31.87,116.17
6072, Mahogany Creek, WA,-31.87,116.18
6063, Beechboro, WA,-31.87,115.92
6055, Caversham, WA,-31.87,115.98
6944, Malaga, WA,-31.86,115.9
6920, North Beach, WA,-31.86,115.78
6914, Balcatta, WA,-31.86,115.82
6556, Beechina, WA,-31.86,116.32
6090, Malaga, WA,-31.86,115.89
6061, Balga, WA,-31.86,115.84
6021, Balcatta, WA,-31.86,115.82
6302, Badgin, WA,-31.85,117.01
6034, Eglinton, WA,-31.85,115.81
6022, Hamersley, WA,-31.85,115.8
6020, Carine, WA,-31.85,115.78
6941, Mirrabooka, WA,-31.84,115.86
6066, Ballajura, WA,-31.84,115.89
5690, Bookabie, SA,-31.84,132.68
2823, Bundemar, NSW,-31.84,148.18
2427, Crowdy Head, NSW,-31.84,152.74
6068, Whiteman, WA,-31.83,115.94
6064, Alexander Heights, WA,-31.83,115.87
6024, Greenwood, WA,-31.83,115.8
6023, Duncraig, WA,-31.83,115.77
2426, Coopernook, NSW,-31.83,152.61
6067, Cullacabardee, WA,-31.82,115.91
2842, Mendooran, NSW,-31.82,149.12
6026, Kingsley, WA,-31.81,115.79
6558, Wooroloo, WA,-31.8,116.31
6420, Cramphorne, WA,-31.8,118.56
6056, Baskerville, WA,-31.8,116.03
5434, Barndioota, SA,-31.8,138.36
2424, Caffreys Flat, NSW,-31.8,152.07
6083, Gidgegannup, WA,-31.79,116.2
6892, East Perth, WA,-31.78,115.82
6180, Lakelands, WA,-31.78,115.86
6027, Beldon, WA,-31.78,115.76
6025, Craigie, WA,-31.78,115.77
6069, Aveley, WA,-31.77,116.01
2843, Coolah, NSW,-31.77,149.61
2339, Big Jacks Creek, NSW,-31.77,150.62
6562, Bakers Hill, WA,-31.75,116.46
6560, Wundowie, WA,-31.75,116.39
6082, Bailup, WA,-31.74,116.3
6065, Ashby, WA,-31.73,115.79
6028, Burns Beach, WA,-31.73,115.72
2429, Bobin, NSW,-31.73,152.28
2338, Ardglen, NSW,-31.73,150.79
6564, Clackline, WA,-31.72,116.51
6031, Banksia Grove, WA,-31.7,115.81
6030, Clarkson, WA,-31.68,115.72
2824, Beemunnel, NSW,-31.67,147.86
2827, Bearbong, NSW,-31.66,148.88
2439, Batar Creek, NSW,-31.66,152.68
2343, Blackville, NSW,-31.66,150.3
6407, Cunderdin, WA,-31.65,117.23
6036, Butler, WA,-31.65,115.71
6032, Nowergup, WA,-31.64,115.74
6946, Wanneroo, WA,-31.62,115.72
6410, Daadenning Creek, WA,-31.62,117.59
6084, Avon Valley National Park, WA,-31.62,116.21
6411, Doodlakine, WA,-31.61,117.88
6501, Muchea, WA,-31.6,115.99
6403, Grass Valley, WA,-31.6,116.81
6033, Carabooda, WA,-31.6,115.75
2445, Bonny Hills, NSW,-31.59,152.84
6412, Baandee, WA,-31.58,117.99
2443, Bobs Creek, NSW,-31.58,152.74
6425, Dulyalbin, WA,-31.56,119.15
6035, Yanchep, WA,-31.55,115.63
2898, Lord Howe Island, NSW,-31.55,159.08
2395, Binnaway, NSW,-31.55,149.38
6401, Buckland, WA,-31.54,116.61
6413, Hines Hill, WA,-31.53,118.08
6409, North Tammin, WA,-31.52,117.43
6405, Greenwoods Valley, WA,-31.51,116.94
6037, Two Rocks, WA,-31.51,115.6
2357, Bomera, NSW,-31.51,149.79
2329, Cassilis, NSW,-31.51,150.64
2730, Batlow, NSW,-31.49,152.66
6414, Nangeenan, WA,-31.47,118.15
6567, Dewars Pool, WA,-31.46,116.42
2446, Bagnoo, NSW,-31.46,152.53
2831, Armatree, NSW,-31.45,148.41
6503, Bambun, WA,-31.42,115.9
6421, Burracoppin, WA,-31.4,118.48
2444, Blackmans Point, NSW,-31.4,152.85
6502, Bindoon, WA,-31.39,116.1
6566, Bejoording, WA,-31.38,116.53
6424, Bodallin, WA,-31.37,118.85
6422, Walgoolan, WA,-31.37,118.6
6041, Caraban, WA,-31.35,115.53
2341, Werris Creek, NSW,-31.35,150.62
6504, Mooliabeenee, WA,-31.33,116.03
6460, Goomalling, WA,-31.3,116.83
6480, Nukarni, WA,-31.29,118.2
6568, Bolgart, WA,-31.27,116.51
6462, Hindmarsh, WA,-31.27,117.23
2354, Kentucky, NSW,-31.27,151.55
6490, Burran Rock, WA,-31.26,118.01
5720, Pimba, SA,-31.26,136.8
2342, Currabubula, NSW,-31.26,150.73
6042, Seabird, WA,-31.25,115.45
6415, Goomarin, WA,-31.24,118.41
2381, Breeza, NSW,-31.24,150.46
2344, Duri, NSW,-31.22,150.82
6442, Kambalda East, WA,-31.21,121.62
6461, Dowerin, WA,-31.2,117.03
6043, Breton Bay, WA,-31.2,115.42
6505, Wannamal, WA,-31.17,115.93
6426, Corinthia, WA,-31.15,119.15
6463, Benjaberring, WA,-31.14,117.29
2829, Billeroy, NSW,-31.12,148.37
6489, Kununoppin, WA,-31.11,117.92
6427, Koolyanobbing, WA,-31.11,119.4
2828, Black Hollow, NSW,-31.11,148.86
6569, Calingiri, WA,-31.09,116.45
2379, Goolhi, NSW,-31.07,149.71
6487, North Yelbeni, WA,-31.06,117.66
2440, Aldavilla, NSW,-31.06,152.77
2352, Kootingal, NSW,-31.06,151.05
6044, Karakin, WA,-31.05,115.42
6488, North Trayning, WA,-31.04,117.79
6506, Mogumber, WA,-31.02,115.96
6603, Konnongorring, WA,-31.01,116.76
6423, Boodarockin, WA,-31,118.86
6485, Cowcowing, WA,-30.99,117.45
6484, Bullfinch, WA,-30.98,119.12
2340, Appleby, NSW,-30.96,150.83
6429, Boorabbin, WA,-30.95,120.16
2353, Moonbi, NSW,-30.95,151.05
2396, Baradine, NSW,-30.94,149.07
2345, Attunga, NSW,-30.93,150.85
6571, Yerecoin, WA,-30.92,116.39
6509, Glentromie, WA,-30.89,116.24
2431, Arakoon, NSW,-30.89,153.07
6479, Barbalin, WA,-30.88,118.11
2355, Bendemeer, NSW,-30.88,151.16
6465, Manmanning, WA,-30.87,117.04
2441, Allgomera, NSW,-30.82,152.83
6477, Bencubbin, WA,-30.81,117.86
6430, Binduli, WA,-30.81,121.38
5730, Beltana, SA,-30.81,138.4
2836, White Cliffs, NSW,-30.81,142.88
6476, Gabbin, WA,-30.8,117.68
6431, Boorara, WA,-30.8,121.64
2447, Bakers Creek, NSW,-30.8,152.73
2380, Blue Vale, NSW,-30.8,150.2
6432, Boulder, WA,-30.78,121.49
6466, Cadoux, WA,-30.77,117.14
6507, Cataby, WA,-30.74,115.54
6510, Barberton, WA,-30.73,116.03
6605, Kondut, WA,-30.71,116.7
2382, Boggabri, NSW,-30.7,150.04
6475, Badgerin Rock, WA,-30.69,117.27
6574, Bindi Bindi, WA,-30.63,116.36
2449, Argents Hill, NSW,-30.62,152.75
2448, Hyland Park, NSW,-30.62,153
2356, Gwabegar, NSW,-30.62,148.97
2346, Borah Creek, NSW,-30.61,150.51
6606, Ballidu, WA,-30.6,116.77
2390, Baan Baa, NSW,-30.6,149.97
2358, Arding, NSW,-30.59,151.56
5732, Copley, SA,-30.55,138.42
6467, Burakin, WA,-30.53,117.17
2347, Banoon, NSW,-30.53,150.44
2455, Urunga, NSW,-30.52,152.98
6511, Cervantes, WA,-30.5,115.08
6434, Cundeelee, WA,-30.5,123.12
6575, Miling, WA,-30.49,116.36
2351, University Of New England, NSW,-30.49,151.64
6608, East Damboring, WA,-30.48,116.81
5725, Olympic Dam, SA,-30.46,136.88
6472, Beacon, WA,-30.45,117.87
5722, Andamooka, SA,-30.45,137.16
2454, Bellingen, NSW,-30.45,152.9
6512, Coomberdale, WA,-30.44,116.04
6521, Badgingarra, WA,-30.39,115.5
2309, Dangar, NSW,-30.35,148.89
6470, Kulja, WA,-30.34,117.34
2452, Boambee East, NSW,-30.34,153.08
2450, Boambee, NSW,-30.34,153.07
6473, North Wialki, WA,-30.33,118.22
6516, Jurien Bay, WA,-30.31,115.04
1450, Camperdown, NSW,-30.31,153.14
6609, Dalwallinu, WA,-30.28,116.66
2350, Aberfoyle, NSW,-30.24,152.01
2839, Bogan, NSW,-30.2,146.54
6513, Gunyidi, WA,-30.15,116.08
2453, Bielsdown Hills, NSW,-30.14,152.6
6468, Goodlands, WA,-30.11,117.21
2386, Burren Junction, NSW,-30.11,148.97
2388, Boolcarroll, NSW,-30.09,149.44
2365, Backwater, NSW,-30.08,151.88
5733, Farina, SA,-30.07,138.28
6514, Green Head, WA,-30.06,114.97
2456, Arrawarra, NSW,-30.06,153.19
6612, Jibberding, WA,-30.02,116.78
2359, Aberdeen, NSW,-30,151.08
6613, Buntine, WA,-29.99,116.57
2397, Bellata, NSW,-29.92,149.79
2369, Old Mill, NSW,-29.91,151.21
6614, Maya, WA,-29.88,116.5
6515, Coorow, WA,-29.88,116.02
2360, Auburn Vale, NSW,-29.84,151.04
6518, Eneabba, WA,-29.82,115.27
1240, Haymarket, NSW,-29.82,151.66
1239, Haymarket, NSW,-29.82,151.66
1238, Haymarket, NSW,-29.82,151.66
1237, Haymarket, NSW,-29.82,151.66
1236, Haymarket, NSW,-29.82,151.66
1208, Haymarket, NSW,-29.82,151.66
2404, Bangheet, NSW,-29.8,150.48
2387, Bulyeroi, NSW,-29.78,149.09
6616, Latham, WA,-29.76,116.44
2398, Gurley, NSW,-29.74,149.8
6517, Carnamah, WA,-29.69,115.89
6436, Menzies, WA,-29.69,121.03
2403, Delungra, NSW,-29.65,150.83
2370, Bald Nob, NSW,-29.64,151.96
2462, Calliope, NSW,-29.62,153.07
2401, Gravesend, NSW,-29.58,150.34
2399, Biniguy, NSW,-29.58,150.14
2833, Collarenebri, NSW,-29.55,148.58
2402, Balfours Peak, NSW,-29.51,150.75
2464, Angourie, NSW,-29.48,153.36
6620, Perenjori, WA,-29.44,116.29
6519, Arrino, WA,-29.44,115.63
2834, Angledool, NSW,-29.43,147.98
2465, Harwood, NSW,-29.42,153.24
2463, Ashby, NSW,-29.42,153.19
2466, Iluka, NSW,-29.41,153.35
2371, Capoompeta, NSW,-29.39,152.04
2469, Alice, NSW,-29.34,153
6623, Bowgada, WA,-29.33,116.15
2400, Ashley, NSW,-29.32,149.81
2361, Ashford, NSW,-29.32,151.1
6522, Bundanoon, WA,-29.3,115.49
2840, Bourke, NSW,-29.19,145.88
2411, Croppa Creek, NSW,-29.13,150.38
2832, Come By Chance, NSW,-29.11,147.9
2473, Bundjalung, NSW,-29.09,153.38
6525, Allanooka, WA,-29.05,115.03
2471, Bora Ridge, NSW,-29.05,153.23
2460, Alumy Creek, NSW,-29.05,152.59
2410, Twin Rivers, NSW,-29.05,150.64
5723, Coober Pedy, SA,-29.04,134.72
2472, Broadwater, NSW,-29.01,153.44
4493, Hungerford, QLD,-29,144.41
2406, Mungindi, NSW,-29,149.1
6528, Mount Hill, WA,-28.98,114.91
2408, Blue Nobby, NSW,-28.93,150.39
2372, Back Creek, NSW,-28.93,151.7
6627, Canna, WA,-28.9,115.86
4383, Jennings, NSW,-28.88,151.91
2478, Ballina, NSW,-28.87,153.56
4490, Barringun, QLD,-28.84,145.82
2477, Alstonvale, NSW,-28.81,153.45
4382, Ballandean, QLD,-28.8,151.84
6628, Tardun, WA,-28.79,115.75
6530, Beachlands, WA,-28.79,114.6
4381, Glen Aplin, QLD,-28.74,151.87
2409, Boggabilla, NSW,-28.74,150.42
4384, Limevale, QLD,-28.73,151.18
2470, Babyl Creek, NSW,-28.73,152.8
2405, Boomi, NSW,-28.73,149.58
4385, Beebo, QLD,-28.72,150.97
2481, Broken Head, NSW,-28.72,153.59
6632, Ambania, WA,-28.7,115.12
2479, Bangalow, NSW,-28.69,153.52
6630, Devils Creek, WA,-28.64,115.48
4388, Kurumbul, QLD,-28.62,150.55
2475, Tooloom, NSW,-28.62,152.42
4387, Brush Creek, QLD,-28.61,151.13
4380, Amiens, QLD,-28.61,151.9
4378, Applethorpe, QLD,-28.61,151.96
2482, Goonengerry, NSW,-28.61,153.44
